"X" "Y" "Z"
2.28113205428071 1.90832790260281 0.123739055590704
2.24043145411568 1.03057797169507 0.397555434494279
1.50748133347973 0.32587663716932 0.0431284798542038
0.648121213317869 0.787746831756954 0.189262315747328
0.474257346264081 1.69294741445984 0.0330083809094504
1.27257146537744 2.51867911637363 0.371416734415106
2.12231366657124 2.13309004956448 0.318990557570942
2.49568867390634 1.33015446827187 0.0801278111757711
1.94695206632978 0.710084459586746 0.00190964923240244
0.985766708848423 0.620657311854453 0.320729305269197
0.516533836727532 1.44765471255034 0.129795051179826
0.93313497294934 2.22957689257068 0.16884480882436
2.12146855609353 2.52659644786336 0.25300181354396
2.61941722521944 1.60185587254749 0.48123624001164
2.06736451805649 0.636576211106435 0.289370677783154
1.09927169355559 0.554984336764605 0.12420987803489
0.506914661705785 1.21911740323775 0.296821052557789
0.715850905572482 2.16675418826515 0.391424412489869
1.62907647234615 2.52464603555151 0.37688925745897
2.3288095571176 1.94473404585772 0.151493740733713
2.25075858211391 0.840589975022899 0.289449114818126
1.5557153423879 0.579732719230995 0.467675520339981
0.633993321941239 0.98472114360104 0.479490233003162
0.721153521165126 1.90281011115624 0.22321950411424
1.46650134434949 2.3307490431663 0.226054102298804
2.23735428696196 2.08474654203753 0.0570330003974959
2.40426961557113 1.26097194750576 0.288287448580377
1.6875015297327 0.518971013616908 0.243482226971537
0.704275312934628 0.680960932183776 0.423115039360709
0.573805947906401 1.69073527284521 0.194063026458025
1.07961154522852 2.60515023506979 0.497304999036714
2.11169752656074 2.31114905009818 0.30065629654564
2.48604374095005 1.55409437550479 0.476148076704703
1.74825558297559 0.610230175796416 0.0673483363352716
1.14268258824492 0.620566183125276 0.105318294139579
0.451298197070188 1.38021036587287 0.274196440470405
0.865922282285952 2.19236095031281 0.229960777331144
1.72029610891303 2.24403344213573 0.109311867738143
2.27361050671655 1.67249277080819 0.258307329379022
2.28547371366641 1.02936118234036 0.376656883629039
1.20308130627548 0.389172081390908 0.412641350994818
0.705231663513518 1.10074467480619 0.308015525573865
0.548700660019364 2.02314001903453 0.0893179414561018
1.57293491590361 2.48030172873813 0.4137320156442
2.38858634434216 1.97786023616424 0.491448354907334
2.24504373931311 1.17892886385889 0.396809716941789
1.78722915337522 0.580223922610901 0.331489497679286
0.764659586242663 0.962990283241669 0.380790579598397
0.651365044774431 1.87064821666454 0.0907951932167634
1.36351748662645 2.3278862182671 0.2375125301769
2.37823646690656 2.00015059288366 0.303935088450089
2.41482147882977 1.21966963613985 0.3249432425946
1.77162657524195 0.56004822843343 0.404419654863887
1.03787693165955 0.619891636502261 0.115990191465244
0.597137401053102 1.55056643749988 0.418289320776239
1.04739348187089 2.37613804410639 0.13501230510883
2.05392115893166 2.39069941429987 0.373185546370223
2.38517618476174 1.48181328672373 0.0934786399593577
2.20329420423275 0.676165052044317 0.3286136809038
1.33116197046097 0.438683771543722 0.269437619950622
0.430523570238143 1.35646895218305 0.0386794591322541
0.907616456936557 2.19795352852481 0.0480799915967509
1.55591481631483 2.45157904993817 0.269623513449915
2.51128324211622 1.8330094882138 0.292485083104111
2.3489569076073 0.935470671633087 0.346672247746028
1.6742796060037 0.690203013428888 0.123142875032499
0.712970809746837 0.818240845231425 0.172822675900534
0.780653234385522 1.716896029215 0.157811864628457
1.32262128892464 2.71938208519647 0.0396709643537179
2.20784189737001 2.11501103218579 0.258140133460984
2.4087813708426 1.16533550588603 0.462619017111138
1.66601882913226 0.391159520834929 0.390121814678423
0.870469898173481 0.819580644886968 0.408149896305986
0.416008053034731 1.41762983821007 0.129934622091241
1.22926250716182 2.38819080296586 0.370692875352688
1.88809457220948 2.26488906647054 0.0162565913051367
2.43175144625702 1.4925312342947 0.138100365758874
2.09472431604355 0.572946660960743 0.407137171714567
0.975058631315854 0.595093532939484 0.164377129287459
0.555646088544999 1.37533665606248 0.259675835957751
0.884651140872682 2.15514721627111 0.125214459490962
2.03175062105807 2.46614885201883 0.337517254753038
2.35337540527273 1.74617732422524 0.28441068821121
2.27749456929224 0.834943583066244 0.0185218534898013
1.36483043359391 0.449909448925488 0.187589331879281
0.417970513332847 1.07403823616009 0.11352674360387
0.784910268025924 2.20206386059382 0.00579856883268803
1.67223534972018 2.44632464636159 0.372471369570121
2.31470122028653 1.85640863457113 0.426274076336995
2.43161706619318 1.06099476986561 0.0596722688060254
1.44847037730458 0.536702346598766 0.012222527526319
0.573431203793773 0.907603708151772 0.315094387857243
0.403435300629415 1.91473981776882 0.0942869284190238
1.1494849616306 2.32045616366584 0.190871415077709
2.08368491847115 2.35107159441753 0.227853022282943
2.46217385018752 1.31614861639205 0.238289989647456
1.89535372741176 0.716878121873557 0.170918104588054
1.00124577163461 0.572722011808788 0.449424087069929
0.549911191113646 1.58840720152138 0.459914970793761
0.980654250165898 2.37417575638083 0.156610522302799
